key_osm	value_osm	tag_id	tag_ja
operator:type	Privado	2012290010	Privado演算子：タイプ
motor_vehicle	private	2010860017	プライベートmotor_vehicle
operator:type	private	2012290011	民間事業者：タイプ
operator:type	Private	2012290011	プライベート演算子：タイプ
operator	Promet Split	2010491913	プロメットスプリットオペレーター
construction	proposed	2011780025	建設予定
species	Prunus dulcis	2010970389	サクラ属dulcis種
species	Prunus kanzan	2010970390	サクラ属kanzan種
species	Prunus Kanzan	2010970390	サクラ属の種Kanzan
operator	PSE Operator	2010491917	PSE演算子演算子
operator	PT Pertamina	2010491919	PTプルタミナ演算子
amenity	administration	2010160104	公的機関
office	administration	2010160104	公的機関
species	Pupulus nigra	2010970417	Pupulus黒質種
species	Quercus robur	2010970441	コナラrobur種
species	QUERCUS ROBUR	2010970441	ヨーロッパナラ種
species	quercus robur	2010970441	コナラrobur種
species	Quercus rubra	2010970442	コナラルブラ種
species	quercus rubra	2010970442	コナラルブラ種
species	Quercus suber	2010970446	コナラSUBER種
operator	RAB, Schuler	2010491938	RAB、シュラーオペレータ
operator	Radius Elnet	2010491941	半径ELNET演算子
building:use:pl	Rampa	2012460007	RAMPAビル：使用：PL
operator	RandstadRail	2010491946	ランドスタット鉄道事業者
denomination	reformed	2011340040	改革宗派
motorcycle	restricted	2011530011	制限されたオートバイ
operator	Rheinbahn AG	2010492010	Rheinbahn AG演算子
operator	Rigspolitiet	2010492019	Rigspolitietオペレータ
operator	RU-KDA-15-39	2010492049	RU-KDA-15-39オペレータ
operator	ru-kda-37-86	2010492050	RU-kDaの-37から86のオペレータ
operator	RU-KDA-7-105	2010492051	RU-KDA-7-105オペレーター
building:use:pl	Ruina	2012460008	Ruinaビル：使用：PL
operator	RWE Power AG	2010492062	RWEパワーAG演算子
operator	Sallan kunta	2010492097	Sallanのkunta演算子
species	Schinus molle	2010970474	コショウボク種
motor_vehicle	service	2010860022	サービスmotor_vehicle
construction	services	2011780033	サービスの構築
operator	Severn Trent	2010492161	セバン・トレント・オペレーター
denomination	shaivism	2011340044	シヴァ派の宗派
maxspeed:type	signals	2011870093	タイプ：maxspeedを知らせます
operator	Slovak Lines	2010492202	スロバキアライン演算子
sport	soccer;baseball	2010680116	サッカー、野球、スポーツ
operator	Solihull MBC	2010492218	ソリハルMBC演算子
species	Sorbus decora	2010970484	ナナカマド属のデコラ種
operator	Southeastern	2010492232	南東オペレータ
operator	Spessartbund	2010492261	Spessartbundオペレータ
religion	spiritualist	2010820016	心霊宗教
building:levels	Split	2010150004	スプリット建物：レベル
operator	Starwood Energy Group	2010492347	スターウッドエナジーグループ
operator	StattAuto eG	2010492355	StattAuto例えばオペレータ
public_transport	stop	2010780012	public_transportを停止
highway	stop;crossing	2010020048	停止、高速道路を渡ります
man_made	surveillance	2010500070	監視man_made
tower:type	suspension	2011930035	サスペンションタワー：タイプ
operator	Sydney Water	2010492404	シドニー水演算子
traffic_calming	table	2011580011	テーブルtraffic_calming
operator	Tacoma Power	2010492416	タコマのパワー演算子
species	TAXUS BACCATA	2010970503	TAXUS BACCATA種
species	Taxus baccata	2010970503	ヨーロッパイチイの種
surface	terra e fango	2010080149	テラ電子のファンゴ表面
construction	tertiary	2011780039	三次建設
species	Thuja plicata	2010970509	ベイスギ種
species	TILIA CORDATA	2010970519	ティリアCORDATA種
species	Tilia cordata	2010970519	フユボダイジュ種
building:material	tin	2011050055	錫建物：材料
building:material	Tin	2011050055	ティン・建物：材料
operator	東北電力	2010492503	東北電力
operator	東北電力株式会社	2010492503	東北電力
operator	Toll Collect	2010492513	有料収集オペレータ
operator	土佐くろしお鉄道	2010492520	土佐くろしお鉄道
operator:ja	土佐くろしお鉄道	2010492520	土佐くろしお鉄道
operator	Trafikverket	2010492534	Trafikverket演算子
type	Trails - Non 4WD	2010250182	トレイル - 非4WDタイプ
tower:type	transition	2011930039	遷移タワー：タイプ
operator	Transport For Ireland	2010492558	アイルランド交通局
operator	Trent Barton	2010492572	トレントバートン演算子
species	Ulmus 'Lobel'	2010970543	ニレ「ローベル」種
species	Ulmus procera	2010970553	ニレのプロセラ種
crossing	uncontrolled	2010470017	制御されていない交差点
operator	United Parcel Service	2010492629	ユナイテッド・パーセル・サービス
operator	University of Bristol	2010492637	ブリストル大学
operator	Universität zu Köln	2010492640	ケルン大学
operator	University of Toronto	2010492668	トロント大学
operator	University of Vermont	2010492669	バーモント大学
operator	University of Wyoming	2010492671	ワイオミング大学
motor_vehicle	unknown	2010860023	不明motor_vehicle
operator:type	unknown	2012290014	不明なオペレータ：タイプ
roof:material	unknown	2011010047	未知の屋根：材料
surface	unpaved;paved	2010080165	舗装されていない、舗装表面
cuisine	vegetarian	2011180167	ベジタリアン料理店
operator	Ventona Kft.	2010492715	VentonaのKft。オペレーター
operator	Vértes Volán	2010492727	ヴァーテスVOLAN演算子
cuisine	vietnamese	2011180168	ベトナム料理店
cuisine	asian;vietnamese	2011180168	ベトナム料理店
operator	Virgin Media	2010492748	ヴァージンメディアオペレータ
tower:type	watchtower	2011930042	監視塔塔：タイプ
operator	Wetherspoons	2010492814	JDウェザースプーン演算子
operator	WG UNITAS eG	2010492816	WG UNITAS例えばオペレータ
construction	widening	2011780049	建設を広げます
operator	Wien Energie	2010492822	ウィーンエネルギー・オペレーター
operator	Wiener Netze	2010492824	ウィーナーNetze演算子
information	wild_life	2011400027	wild_life情報
leisure	wildlife_hide	2010290040	wildlife_hideレジャー
generator:method	wind	2011650009	風力発電機：メソッド
generator:source	wind	2011390019	風力発電機：ソース
internet_access	wired	2012040007	有線internet_access
operator	World Vision	2010492846	ワールド・ビジョン演算子
operator	XXXX Brewery	2010492878	XXXXビールオペレータ
operator	yellow/green	2010492886	黄/緑オペレーター
operator	ZGK Swarzędz	2010492918	ZGKSwarzędz演算子
operator	ZIKiT Kraków	2010492922	ZIKiTクラクフ演算子
maxspeed:type	zone:30	2011870109	ゾーン：30 maxspeed：タイプ
operator	ZTM Warszawa	2010492941	ZTMワルシャワ演算子
power	abandoned:line	2010100002	放棄された送電線
route	administrative	2011150001	行政ルート
vehicle	agricultural;destination	2012120001	農業用機械
vehicle	agricultural	2012120001	農業用機械
operator	秋田中央交通	2010490041	秋田中央交通
species	Alnus incana	2010970027	ハンノキincana種
operator	青い森鉄道	2010490089	青い森鉄道
operator:ja	青い森鉄道	2010490089	青い森鉄道
brand	青山フラワーマーケット	2010490090	青山フラワーマーケット
operator	パーク・コーポレーション	2010490090	青山フラワーマーケット
building:colour	aqua	2011880002	アクアビル：色
amenity	aquaculture	2010160007	養殖施設
surface	asphalt no 1	2010080011	何1つの表面をアスファルトません
surface	asphalt_ruts	2010080012	asphalt_ruts表面
surface	asphalt;dirt	2010080014	アスファルト、汚れ表面
surface	asphalt;sand	2010080018	アスファルト、砂の表面
route	Atlantic Shore	2011150002	大西洋の海岸ルート
shop	hifi	2010350007	オーディオ店
man_made	avalanche_protection	2010200002	雪崩防止帯
barrier	avalanche_protection	2010200002	雪崩防止帯
trail_visibility	bad	2011640001	悪いtrail_visibility
operator	Bankhaus August Lenz	2010490238	Bankhaus August Lenz
denomination	baptist	2011340003	バプテスト宗派
denomination	Baptist	2011340003	バプテスト宗派
brand	Batteries Plus Bulbs	2011920041	バッテリーズプラスブルブズ
cuisine:ja	牛丼	2011180018	牛丼店
cuisine	beef_bowl	2011180018	牛丼店
operator	Belfast City Council	2010490270	Belfast City Council
operator	Ben Franklin Transit	2010490273	Ben Franklin Transit
operator	Bentheimer Eisenbahn	2010490275	Bentheimer Eisenbahn
brand	Big 5 Sporting Goods	2011920049	ビッグファイブスポーティンググッズ
barrier	block VR 360	2010200007	ブロックVR 360バリア
building:colour	blue	2011880007	青い建物
operator	Brakes Plus	2010490335	ブレーキプラス演算子
operator	Brandenburg	2010490337	ブランデンブルク演算子
cuisine	brazilian	2011180024	ブラジル料理店
cuisine	breakfast	2011180025	ブレックファストレストラン
cuisine	bulgarian	2011180029	ブルガリア料理店
traffic_calming	bump	2011580001	traffic_calmingバンプ
operator	Bundesforst	2010490365	Bundesforst演算子
public_transport	bus	2010780001	バスpublic_transport
surface	bushes/trees	2010080030	茂み/木の表面
operator	Cadys Falls	2010490379	Cadys滝オペレータ
operator	CAI Bologna	2010490381	CAIボローニャ演算子
operator	CAI Firenze	2010490383	CAIフィレンツェ演算子
cuisine	cantonese	2011180034	広東料理店
building:roof	canvas	2011720002	canvas roof
roof:material	canvas	2011010004	canvas roof
operator	Cardiff Bus	2010490418	カーディフバス事業者
cuisine	caribbean	2011180035	カリブ料理店
operator	Čepro, a.s.	2010490446	Čepro、A.S.オペレーター
operator	中部電力	2010490472	中部電力
operator	中部電力株式会社	2010490472	中部電力
operator:en	Chubu Electric Power	2010490472	中部電力
operator:ja	中部電力株式会社	2010490472	中部電力
operator	Clear Channel France	2010490499	クリアチャネルフランス
operator	Club Alpino Italiano	2010490501	イタリアンアルペンクラブ
operator	Club Alpino Italiano (C.A.I.)	2010490501	イタリアンアルペンクラブ
genus	Cocos nucifera	2011440027	ココヤシ属
cuisine	colombian	2011180043	コロンビア料理店
operator	Comett plus	2010490514	Comettプラス演算子
operator	Community Technician	2010490520	コミュニティテクニシャン
electronics_repair	computer	2010350055	コンピューター修理店
shop	computer_repair	2010350055	コンピューター修理店
leaf_type	coniferous	2010480004	針葉樹leaf_type
barrier	construction	2010200013	建設障壁
office	construction	2011420012	建設会社
craft	construction	2011420012	建設会社
office	construction_company	2011420012	建設会社
highway	construction	2010020007	道路建設地
railway	construction	2010320004	鉄道建設地
species	Crataegus sp	2010970103	セイヨウサンザシ属の種
sport	cricket;soccer	2010680036	クリケット、サッカー、スポーツ
sport	cross_country_skiing	2010680038	クロスカントリースキー
man_made	cut_line	2010500022	森林内の切れ目
man_made	cutline	2010500022	森林内の切れ目
construction	cutting	2011780006	切削建設
building:colour	cyan	2011880012	シアン建物：色
operator	Danske Bank	2010490580	ダンスク銀行演算子
roof:colour	dark_red	2011130013	dark_red屋根：カラー
roof:colour	darkblue	2011130014	DARKBLUE屋根：カラー
roof:colour	darkgray	2011130016	darkgray屋根：カラー
roof:colour	DarkGray	2011130016	DarkGray屋根：カラー
roof:colour	darkgrey	2011130018	DARKGREY屋根：カラー
operator	DB Regio AG	2010490593	DBレギオAGオペレータ
operator	De Lijn;TEC	2010490607	デLijn; TECオペレーター
leaf_cycle	deciduous	2010730001	落葉leaf_cycle
tower:type	defensive	2011930010	守備の塔：タイプ
motorcar	destination	2011620005	先の自動車
operator	Diamond Bus	2010490634	ダイヤモンドバス事業者
surface	dirt;unpaved	2010080049	汚れ、未舗装の表面
shop	household	2010350067	ホームセンター
operator	Dong Energy	2010490655	ドンエネルギー事業者
operator	Dr. Richard	2010490658	博士リチャード・オペレーター
operator	Drewag Netz	2010490662	Drewagネッツ演算子
operator	Duke Energy	2010490671	デューク・エナジー演算子
operator	E-WALD GmbH	2010490683	E-WALD社のオペレータ
operator	E-Werk Perg	2010490684	E-WERKペルグ演算子
operator	e.on Avacon	2010490687	E.ON Avacon演算子
building	education	2010010094	教育関連施設
building	educational	2010010094	教育関連施設
amenity	education	2010160050	教育施設
operator	Elektrilevi	2010490718	Elektrilevi演算子
service	emergency	2010230018	緊急車両専用路
emergency	access_point	2010800006	救助ポイント標識
emergency	water_tank	2010800009	消防用貯水槽
operator	ENEOSフロンティア	2010490737	ENEOSフロンティアオペレータ
operator	Epic Energy	2010490761	エピックエネルギー事業者
cuisine	ethiopian	2011180059	エチオピア料理店
smoothness	excellent	2010750003	優れた平滑性
building:use	factory	2011230010	工場の建物：使用
operator	First Cymru	2010490830	まずCymru演算子
operator	First Solar	2010490838	ファーストソーラーオペレータ
operator	FirstEnergy	2010490841	ファーストエナジー演算子
operator	富士急静岡バス	2010490864	富士急静岡バス
building:roof	gabled	2010460005	切妻屋根の建物
building:roof:shape	gabled	2010460005	切妻屋根の建物
building:roof:type	gabled	2010460005	切妻屋根の建物
building:shape	gabled	2010460005	切妻屋根の建物
demolished:roof:shape	gabled	2010460005	切妻屋根の建物
roof	gabled	2010460005	切妻屋根の建物
roof:shape	gabled	2010460005	切妻屋根の建物
roof:share	gabled	2010460005	切妻屋根の建物
roof:type	gabled	2010460005	切妻屋根の建物
roof_shape	gabled	2010460005	切妻屋根の建物
root:shape	gabled	2010460005	切妻屋根の建物
shapes	gabled	2010460005	切妻屋根の建物
format:top	gable-like	2010460005	切妻屋根の建物
generator:source	gas	2011390008	ガス発生器：ソース
operator	Gas Natural	2010490873	ガスナチュラルオペレータ
operator	Giant Eagle	2010490894	ジャイアントイーグル演算子
heritage:operator	Gobierno de Canarias	2010490909	カナリア大統領府
operator	Gobierno de Canarias	2010490909	カナリア大統領府
surface	grass;gravel	2010080061	草、砂利の表面
surface	grass;ground	2010080062	草、地表面
roof:material	gravel	2011010020	砂利の屋根：材料
surface	gravel;earth	2010080068	砂利、地表面
surface	gravel;grass	2010080069	砂利、草の表面
building:colour	gray	2011880022	グレーの建物：色
operator	Graz Linien	2010490923	グラーツLinien演算子
golf	green	2011570004	ゴルフコースのグリーン
operator	Greene King	2010490928	グリーンキングオペレータ
building:colour	grey	2011880024	グレーの建物：色
surface	ground;grass	2010080076	地上;草の表面
surface	ground:lanes	2010080081	地上：レーン表面
design	guyed_h-frame	2011250011	guyed_hフレームデザイン
design	guyed_v-frame	2011250012	guyed_vフレームデザイン
design	guyed_y-frame	2011250013	guyed_yフレームデザイン
operator	箱根登山鉄道	2010490958	箱根登山鉄道
operator:ja	箱根登山鉄道	2010490958	箱根登山鉄道
building:part	hangar	2010930015	格納庫の建物：一部
brand	Harbor Freight Tools	2011920207	Harbor Freight Tools
construction	highway	2011780011	高速道路建設
building:roof	hipped	2011720006	寄棟屋根の建物
building:roof:shape	hipped	2011720006	寄棟屋根の建物
building:roof:type	hipped	2011720006	寄棟屋根の建物
building:roof_shape	hipped	2011720006	寄棟屋根の建物
building:shape	hipped	2011720006	寄棟屋根の建物
roof	hipped	2011720006	寄棟屋根の建物
historic	battlefield	2011080018	古戦場
historic	manor	2011080043	歴史的なマナーハウス
power	historic:tower	2010100016	歴史的な送電塔
operator	Hive Energy	2010491015	ハイブエネルギー事業者
sport	hockey;skating	2010680060	ホッケー、スケート、スポーツ
operator	HofBus GmbH	2010491019	HofBus社のオペレータ
operator	Houston Zoo	2010491041	ヒューストン動物園演算子
cuisine	hungarian	2011180082	ハンガリー料理店
service	hydrocarbons	2010230025	炭化水素のサービス
operator	Ibis Budget	2010491064	アイビスバジェットオペレータ
operator	アイジーアールいわて銀河鉄道	2010491072	アイジーアールいわて銀河鉄道
operator:ja	アイジーアールいわて銀河鉄道	2010491072	アイジーアールいわて銀河鉄道
cuisine	indian;pizza	2011180084	インド、ピザ料理
junction	interchange	2011170008	インターチェンジジャンクション
railway	interlocking	2010320016	連動鉄道
operator	Irish Water	2010491109	アイルランドの水のオペレータ
created_by	is_in-bot	2010890007	is_inボットCREATED_BY
operator	Jadrolinija	2010491127	ヤドロリニヤ演算子
operator	Jersey Post	2010491137	ジャージーポスト演算子
operator	АО "Газпромнефть-Урал"	2010491145	JSCガスプロムネフチ - ウラル
operator	ОАО "РЖД"	2010491153	JSCロシア鉄道
operator	ОАО «РЖД»	2010491153	JSCロシア鉄道
operator	掛川バスサービス	2010491162	掛川バスサービス
operator	Kärnten Bus	2010491176	ケルンテンバス事業者
operator	KazMunayGas	2010491184	カズムナイガス演算子
operator	Kéolis Agen	2010491203	Kéolisアジャン演算子
operator	Keolis Nord	2010491208	Keolisノール演算子
operator	Keolis Riom	2010491212	Keolisリオン演算子
operator	KomBus GmbH	2010491241	KomBus社のオペレータ
operator	조선민주주의인민공화국 철도성	2010491247	朝鮮民主主義人民共和国鉄道省
operator	Kreis Kleve	2010491253	クライスクレーフェ演算子
operator	Kreis Lippe	2010491254	クライスリッペ演算子
operator	Kreis Soest	2010491256	クライスゾースト演算子
operator	黒部峡谷鉄道	2010491264	黒部峡谷鉄道
operator:ja	黒部峡谷鉄道	2010491264	黒部峡谷鉄道
operator	La Charente	2010491276	ラ・シャラント演算子
operator	LAZ Parking	2010491301	LAZパーキングオペレーター
building:use	leisure	2011230016	レジャービル：使用
operator	Liberty Bus	2010491317	リバティバス事業者
tower:type	lightning	2011930018	雷塔：タイプ
building:colour	lime	2011880037	ライム建物：色
operator	Linz Linien	2010491336	リンツLinien演算子
operator	ООО «Городской супермаркет»	2010491338	LLC シティスーパーマーケット
operator	ООО "Топливная компания ЕКА"	2010491339	LLC ESA燃料会社
parking	loading_dock	2010810007	loading_dock駐車場
trail_visibility	low	2011640006	低trail_visibility
operator	Лукойл България ЕООД	2010491362	ルクオイルブルガリアEOOD
species	Malus pumila	2010970238	マリュスハイマツ種
roof:material	marble	2011010021	大理石の屋根：材料
species	Mesua ferrea	2010970267	MesuaのFerreaの種
operator	Metro-North	2010491458	メトロ - ノース鉄道
operator	Metro-North Railroad	2010491458	メトロ - ノース鉄道
owner	Metro-North Railroad	2010491458	メトロ - ノース鉄道
motor_vehicle	mining	2010860011	鉱業motor_vehicle
roof:material	mirror	2011010024	ミラー屋根：材料
cuisine	mongolian	2011180107	モンゴル料理店
operator	Montpellier	2010491506	モンペリエ演算子
noexit	motor_vehicle	2011220001	motor_vehicle NOEXIT
operator	MPK Legnica	2010491522	MPKレグニツァ演算子
parking	multi-storey	2010810008	多階建ての駐車場
type	multilinestring	2010250087	複数折れ線タイプ
operator	MVG und BRS	2010491544	MVGウントBRS事業者
operator	MVV Energie	2010491547	MVVエネルギー・オペレーター
operator	那須町民バス	2010491578	那須町民バス
building:colour	navy	2011880041	海軍の建物：色
operator	Neckarwerke	2010491601	Neckarwerke演算子
species	New Tree Pit	2010970277	新しいツリーピット種
genus	nicht bestimmt	2011440068	NICHT bestimmt属
surface	non aménagée	2010080099	非aménagée表面
route	nordic_walking	2011150024	nordic_walkingルート
operator	NS Stations	2010491672	NSステーションオペレータ
operator	NWP Company	2010491681	NWP社のオペレータ
species	Occidentalis	2010970280	occidentalisの種
species	occidentalis	2010970280	occidentalisの種
shop	office	2010350140	事務用品店
shop	office_supplies	2010350140	事務用品店
building:use	offices	2011230020	オフィスビル：使用
operator	Ohio Edison	2010491709	オハイオ州エジソンオペレータ
generator:source	oil	2011390014	オイル・ジェネレータ：ソース
location	on the wall	2012000007	壁の位置に
created_by	OSM Fixer	2010890011	OSMフィクサーCREATED_BY
operator	Osuuspankki	2010491757	Osuuspankki演算子
cuisine	pakistani	2011180114	パキスタン料理店
building:use	parking	2011230022	駐車ビル：使用
construction	parking	2011780020	駐車場の建設
surface	paved;gravel	2010080105	舗装された、砂利の表面
surface	paving_stone	2010080109	paving_stone表面
religion	pentecostal	2010820012	ペンテコステ派の宗教
motor_vehicle	permit	2010860016	許可motor_vehicle
operator	Petrol d.d.	2010491818	ガソリンD.D.オペレーター
operator	Phillips 66	2010491833	フィリップス66オペレータ
species	Picea glauca	2010970297	トウヒグラウカ種
building:part	pillar	2010930018	柱建物：一部
building:colour	pink	2011880046	ピンクの建物：色
species	Pinus cembra	2010970309	マツcembra種
operator	PKM Gliwice	2010491840	PKMグリヴィツェ演算子
operator	Planet Cash	2010491850	プラネット現金演算子
roof:material	plants	2011010027	植物の屋根：材料
species	Platanus sp.	2010970343	プラタナス属。種
operator	Plaza Norte	2010491852	プラザノルテ演算子
species	Populus alba	2010970354	ギンドロ種
species	POPULUS ALBA	2010970354	ギンドロ種
boundary	postal_code	2010630033	POSTAL_CODE境界
railway	power_supply	2010320026	power_supply鉄道
operator	Premier Inn	2010491899	プレミアインオペレータ
waterway	pressurised	2010120025	加圧水路
construction	primary	2011780024	主要建設
species	Prunus avium	2010970383	オウトウ種
species	PRUNUS AVIUM	2010970383	セイヨウミザクラ種
genus	Prunus cerasus	2011440089	サクラ属cerasus属
species	PRUNUS PADUS	2010970394	サクラ属PADUS種
species	Prunus padus	2010970394	サクラ属padus種
species	Prunus spec.	2010970402	サクラの仕様。種
building:part	public	2010930020	公共の建物：一部
type	Public Facility	2010250126	公共施設のタイプ
operator:type	public	2012290012	パブリック演算子：タイプ
operator:type	Public	2012290012	パブリック演算子：タイプ
brand	Punjab National Bank	2011920421	パンジャブ国立銀行
roof:shape	pyramidal	2010460016	ピラミッド型の屋根：形状
species	Quercus alba	2010970426	コナラアルバ種
species	Quercus ilex	2010970432	コナラモチノキ種
species	Quercus Ilex	2010970432	コナラモチノキ属
operator	Райффайзен Банк Аваль	2010491944	ライファイゼン銀行のアバール
building:use	railway	2011230024	鉄道の建物：使用
construction	railway	2011780027	鉄道建設
operator	RAT Craiova	2010491948	RATクラヨバ演算子
operator	Rek Parking	2010491980	REK駐車場の演算子
denotation	religious	2010990007	宗教的な表記
boundary	residential	2010630036	住宅の境界
entrance	residential	2010570015	住宅のエントランス
building:part	retail	2010930024	小売建物：一部
operator	RhönEnergie	2010492014	RhönEnergie演算子
species	RHUS TYPHINA	2010970450	ウルシTYPHINA種
species	Rhus typhina	2010970450	ウルシtyphina種
maxspeed	RO:motorway	2010190018	RO：高速道路maxspeed
operator	Rosario Bus	2010492032	ロザリオバス事業者
building:colour	rose	2011880050	建物をバラ：色
operator	RU-KDA-1-32	2010492047	RU-KDA-1-32オペレータ
operator	RU-KDA-1-45	2010492048	RU-KDA-1-45オペレータ
operator	RU-KDA-9-27	2010492052	RU-KDA-9-27オペレータ
maxspeed	RU:motorway	2010190023	RU：高速道路maxspeed
operator	RWTH Aachen	2010492064	アーヘン工科演算子
operator	SAD Trenčín	2010492079	SADトレンチーン演算子
operator	Sainsbury's	2010492089	セインズベリーオペレータ
species	Salix caprea	2010970463	ヤナギのcaprea種
operator	Salzburg AG	2010492100	ザルツブルクAG演算子
building:colour	sand	2011880052	砂の建物：色
operator	Saving Club	2010492127	保存クラブオペレータ
information	seasonal	2011400020	旬の情報
cuisine	senegalese	2011180137	セネガル料理店
construction	service	2011780032	サービスの構築
building:use	shelter	2011230034	避難所の建物：使用
operator	しずてつジャストライン	2010492179	しずてつジャストライン
brand:en	Siam Commercial Bank	2010492181	サイアム・コマーシャル銀行
operator	Siam Commercial Bank	2010492181	サイアム・コマーシャル銀行
information	signpost	2011400023	道標情報
man_made	ski_jump	2010500065	スキージャンプ台
piste:type	ski_jump	2010500065	スキージャンプ台
brand	Slovenská sporiteľňa	2011920475	スロバキア貯蓄銀行
operator	SNCF Réseau	2010492207	SNCF市松子演算子
building:colour	snow	2011880056	雪の建物：色
operator	Snowy Hydro	2010492208	スノーウィーハイドロオペレータ
operator	Solarfields	2010492216	Solarfields演算子
operator	Sparda-Bank	2010492239	Sparda銀行演算子
operator	Spectrum Interactive	2010492257	スペクトラム・インタラクティブ
highway	speed_camera	2010020043	speed_camera高速道路
construction	station	2011780035	駅の建設
boundary	statistical	2010630037	統計的な境界
building:use	storage	2011230038	ストレージ建物：使用
operator	Stuttgarter Straßenbahnen	2010492370	シュトゥットガルト路面電車
operator	Stuttgarter Straßenbahnen (SSB)	2010492370	シュトゥットガルト路面電車
operator	Stuttgarter Straßenbahnen AG	2010492370	シュトゥットガルト路面電車
operator	T-Busz Kft.	2010492409	T-BuszのKft。オペレーター
operator	台灣電力公司	2010492421	台湾電力
cuisine	taiwanese	2011180154	台湾料理店
operator	Tank & Rast	2010492428	タンク＆Rastのオペレータ
operator	Tatra banka	2010492433	タトラの挽歌演算子
construction	taxiway	2011780038	誘導路の建設
building:colour	teal	2011880058	ティールの建物：色
information	terminal	2011400025	端末情報
roof:material	thacht	2011010042	thacht屋根：材料
building:roof	thatch	2011720018	わらぶき建物：屋根
roof:material	thatch	2011010043	わらぶき屋根：材料
brand	The Children's Place	2011920521	The Children's Place
denomination	tiantai	2011340055	天台の宗派
denomination	tibetan	2011340056	チベットの宗派
species	Tipuana tipu	2010970537	Tipuanaのティプ種
operator	東京電力	2010492505	東京電力
operator	東京電力株式会社	2010492505	東京電力
operator:ja	東京電力株式会社	2010492505	東京電力
operator	苫東石油備蓄	2010492514	苫東石油備蓄
operator	富山地方鉄道	2010492526	富山地方鉄道
operator:ja	富山地方鉄道	2010492526	富山地方鉄道
boundary	traditional	2010630041	伝統的な境界
type	traffic_control	2010250180	traffic_controlタイプ
highway	traffic_sign	2010020054	traffic_sign高速道路
brand	Transport for London	2010492559	ロンドン交通局
operator	Transport for London	2010492559	ロンドン交通局
usage	transportation	2010880023	交通機関の利用状況
operator	Tullamarine	2010492595	タラマリン演算子
information	Turn-Off	2011400026	ターンオフ情報
type	turnlanes:turns	2010250188	turnlanes：ターンタイプ
service	tyres;repair	2010230057	タイヤ、修理サービス
maxspeed:type	uk:nsl	2011870102	英国：NSL maxspeed：タイプ
cuisine	ukrainian	2011180164	ウクライナ料理店
species	Ulmus glabra	2010970546	ニレグラブラ種
species	Ulmus laevis	2010970549	ニレ種をアフリカツメガエル
species	Ulmus pumila	2010970554	ニレのハイマツ種
roof:shape	uncertain	2010460020	不確かな屋根：形状
highway	unclassified	2010020058	分類されていない高速道路
location	underground	2012000024	地下の場所
brand	United Dairy Farmers	2011920547	United Dairy Farmers
denomination	uniting	2011340059	団結宗派
operator	Universität Bremen	2010492636	ブレーメン大学
operator	University of Kansas	2010492646	カンザス大学
operator	University of Oxford	2010492661	オックスフォード大学
building:use	unknown	2011230041	不明な建物：使用
building:use	utility	2011230042	ユーティリティの建物：使用
operator	UWE Bristol	2010492697	UWEブリストル演算子
smoothness	very_good	2010750015	very_good滑らかさ
construction	viaduct	2011780048	高架橋の建設
operator	Voss Energi	2010492765	ヴォスENERGIオペレータ
operator	WaBo Renzel	2010492772	WaBo Renzel演算子
operator	Water Trust	2010492788	水トラスト演算子
operator	Wells Fargo	2010492798	ウェルズ・ファーゴのオペレータ
operator	Wexford Bus	2010492815	ウェックスフォードのバス事業者
service	wheel_repair	2010230063	wheel_repairサービス
internet_access	wifi	2012040006	無線LAN internet_access
information	wildlife	2011400028	野生生物の情報
internet_access	wlan	2012040008	WLAN internet_access
material	wood;planks	2011410045	木材;厚板材料
roof:material	wooden	2011010048	木製の屋根：材料
operator	Wsp (Staff)	2010492851	WSP（スタッフ）演算子
operator	Yarra Trams	2010492882	ヤラトラムオペレータ
operator	Yum! Brands	2010492898	ヤム！ブランド演算子
operator	Zoeterwoude	2010492932	Zoeterwoudeオペレータ
religion	zoroastrian	2010820019	ゾロアスター教の宗教
operator	ZTM Rzeszów	2010492940	ZTMジェシュフ演算子
operator	Zürcher Kantonalbank	2010492944	チューリヒ州立銀行
species	Abies sachalinensis (F.Schmidt) Mast.	2010970002	トドマツ
species:it	Acero montano	2010970020	セイヨウカジカエデ
species	Acer pseudoplatanus 'Atropurpureum'	2010970020	セイヨウカジカエデ
species	Acer pseudoplatanus 'Negenia'	2010970020	セイヨウカジカエデ
species	Acer pseudoplatanus 'Purpureum	2010970020	セイヨウカジカエデ
species	Acer pseudoplatanus 'Rotterdam'	2010970020	セイヨウカジカエデ
species	Acer pseudoplatanus; Fraxinus excelsior; Fagus sylvatica	2010970020	セイヨウカジカエデ
meadow	agricolture	2011810001	牧草地
meadow	agricultural	2011810001	牧草地
meadow	agriculture	2011810001	牧草地
species	Albizia julibrissin	2010970026	ネムノキ
taxon:species	Albizia julibrissin	2010970026	ネムノキ
species	Albizia jullibrissin	2010970026	ネムノキ
brand	Allied Bank Limited	2010490062	アライド・バンク・リミテッド
operator	Allied Bank Limited	2010490062	アライド・バンク・リミテッド
cuisine	america	2011180004	アメリカ料理店
cuisine	american	2011180004	アメリカ料理店
cuisine	american;breakfast	2011180004	アメリカ料理店
building:part	anexo	2010930001	anexo建物：一部
boundary	annexation	2010630002	併合境界
historic	archaeological_site	2011080004	遺跡
cuisine	armenian	2011180007	アルメリア料理店
waterway	artificial	2010120002	人工水路
